State,Latitude,Longitude
CA,34.040539,-118.271387
CA,32.89947,-117.243
CA,34.221665,-118.468371
CA,33.909914,-117.459053
CA,34.14762,-118.147111
CA,34.145138,-118.152655
CA,34.145119,-118.150133
CA,33.7637,-118.192
CA,33.94325,-118.403342
CA,34.238716,-118.554686
CA,34.07122,-117.575
CA,34.228315,-119.170865
CA,33.824004,-116.543589
CA,34.0189,-117.38
CA,38.69005,-121.58889
CA,34.017081,-118.44704
CA,34.010021,-118.49583
CA,34.156407,-118.438965
CA,34.13722,-118.35835
CA,33.94756,-118.153806
CA,37.80619,-122.4152
CA,38.599693,-121.427045
CA,37.78881,-122.401
CA,37.791791,-122.411265
CA,34.248959,-118.523887
CA,34.241687,-118.528543
CA,34.236853,-118.532588
CA,33.740758,-118.28192
CA,34.077588,-118.474585
CA,34.145528,-118.050548
CA,34.13556,-117.864
CA,33.9826,-118.3966
CA,34.029971,-118.385231
CA,33.777054,-117.870566
CA,34.16657602,-119.0458547
CA,33.919899,-117.898618
CA,34.192178,-118.934793
CA,34.418322,-119.3368
CA,34.105275,-117.809208
CA,34.147709,-118.136621
CA,34.267352,-119.2124
CA,34.268756,-119.2154
CA,34.268,-119.2492
CA,38.539336,-121.732405
CA,38.66292,-121.2634
CA,38.57277,-121.467902
CA,38.7042,-121.365
CA,38.552483,-121.4487
CA,38.524403,-121.5112
CA,38.73323,-120.78962
CA,38.356027,-121.9628
CA,38.36557,-121.967
CA,38.35172,-121.987
CA,38.356907,-122.001886
CA,38.355867,-121.9862
CA,38.351758,-121.994475
CA,38.682605,-121.297614
CA,38.72799,-120.828
CA,38.6476,-121.067
CA,38.74453,-121.17
CA,38.618066,-121.334337
CA,38.15485,-121.69
CA,38.25281,-122.044229
CA,38.23723,-122.123
CA,33.944761,-118.399767
VT,44.469281,-73.154972
WA,47.044011,-122.822404
OR,45.508396,-122.664667
CA,39.15,-123.2091
CA,38.368755,-121.961192
CA,38.54643,-121.7388
CA,38.5443,-121.738
CA,38.544538,-121.749713
CA,38.55755,-121.6947
CA,38.569412,-121.721373
CA,33.84788,-118.13889
CA,37.94495,-122.5096
CA,37.7136,-122.2087
WA,47.443377,-122.296229
IL,40.119161,-88.244185
ID,43.608009,-116.197968
CA,38.2482,-122.0678
OR,44.928439,-124.015824
WI,43.083979,-89.363091
OR,44.586123,-123.115389
CA,35.249929,-120.689683
CA,35.25982,-120.676
WA,47.673347,-117.388933
WA,47.65579218,-117.4236637
IA,41.615759,-93.57875
IA,41.682385,-93.698315
OR,44.009797,-123.033213
TX,29.756604,-95.372854
SC,34.950136,-81.93279
SC,34.951926,-81.931714
SC,34.715982,-81.624616
CT,41.305794,-72.927405
CT,41.355486,-72.093784
CT,41.951328,-72.663078
WI,42.592469,-87.915847
WI,43.091229,-89.52884
OH,41.503373,-81.639054
WV,38.417603,-82.456866
MO,38.694036,-90.4218
OR,45.522609,-122.988535
OR,45.520533,-122.978089
OR,45.509326,-122.666392
UT,40.74686,-111.876
KS,38.92591,-94.72819
FL,26.465314,-80.07219
WA,47.545324,-122.0195
MA,42.349249,-71.041557
SC,34.00741493,-81.0348006
SC,34.003323,-81.035693
SC,34.008409,-81.041802
SC,34.002255,-81.040219
SC,34.84709,-82.387269
SC,34.849724,-82.400667
SC,34.849889,-82.397797
SC,34.852754,-82.393113
SC,33.997786,-81.036161
SC,34.852789,-82.396195
SC,34.85335,-82.394826
SC,34.852437,-82.399901
SC,34.925782,-81.028444
SC,34.954788,-81.013242
SC,34.716556,-81.648482
SC,34.77993955,-81.45735907
CA,34.019875,-118.49151
CA,37.806798,-122.419488
CA,34.010528,-118.4898
CO,39.843886,-104.771138
MA,42.372442,-71.122882
MI,42.962078,-85.659019
IL,40.507796,-88.982897
IL,40.511172,-88.984985
WA,47.761878,-122.191915
WA,47.679224,-122.12995
WA,47.672359,-122.099034
WA,47.734211,-122.147041
WI,43.011411,-89.459112
WI,43.096636,-89.500008
NC,35.778416,-78.64347
NC,35.77435,-78.642287
TX,30.20633,-97.75936
CA,39.1458,-123.198497
VA,36.910575,-80.31736
TN,36.010279,-84.268049
TN,35.558371,-86.448276
TX,32.408909,-99.771463
TX,35.159354,-101.938937
TX,32.676458,-97.087169
TX,30.374542,-97.731445
TX,29.807253,-94.97383365
TX,30.062535,-94.133511
TX,32.83907,-97.16206
TX,30.639201,-96.30671
TX,27.73082,-97.416019
TX,32.64609,-96.86376
TX,33.775328,-96.58308
TX,31.783928,-106.417267
TX,31.724024,-106.302211
TX,32.72158,-97.47838
TX,32.92823,-97.09447
TX,26.186259,-97.734663
TX,29.91328,-95.61141
TX,29.67646,-95.42258
TX,29.625565,-95.22531
TX,29.78628,-95.6005
TX,29.99016,-95.42236
TX,29.990275,-95.275606
TX,32.83590365,-96.934158
TX,29.775354,-95.817237
TX,31.078549,-97.692745
TX,27.528418,-99.458211
TX,29.484543,-95.10255
TX,33.022937,-96.988337
TX,32.553772,-94.727241
TX,33.535048,-101.958266
TX,33.161606,-96.644662
TX,32.829838,-96.629967
TX,32.024113,-102.151567
TX,29.953433,-94.0071
TX,32.97135,-96.719803
TX,29.534537,-95.772812
TX,30.54315305,-97.69371065
TX,31.44646,-100.496244
TX,29.543147,-98.57544
TX,29.517253,-98.467365
TX,29.457047,-98.625324
TX,29.556508,-98.34469
TX,30.4963137,-97.6809454
TX,30.314894,-94.18396
TX,29.64607,-95.57668
TX,31.079653,-97.410328
TX,32.31165413,-95.34249986
TX,28.851423,-96.997881
TX,31.495348,-97.160226
TX,32.7561,-97.705239
TX,33.88049,-98.545953
VA,38.80967,-77.12219
VA,38.8998,-77.46033
VA,38.08492599,-78.47341454
VA,38.85366,-77.32474
VA,37.04249,-76.38833
VA,38.760854,-77.459274
VA,37.34598,-79.9627
VA,39.010459,-77.438399
VA,38.92684,-77.24096
VA,39.156514,-78.147297
WA,48.75573,-122.45411
WA,47.562162,-122.684286
WA,47.45832,-122.33325
WA,47.778229,-122.344838
WA,47.03101,-122.9298
WA,46.236607,-119.128998
WA,48.10274,-123.34307
WA,47.20763,-122.29502
WA,47.44822,-122.21915
WA,47.739021,-117.409937
WA,47.65722,-117.31236
WA,47.21972,-122.48567
WA,45.64821,-122.59841
WA,46.047464,-118.353406
TN,35.030251,-85.308376
TN,36.513006,-87.268667
TN,36.137109,-85.496453
TN,36.023934,-87.340223
TN,36.063277,-89.379485
TN,35.957857,-86.80853
TN,36.36102,-86.49452
TN,36.374198,-82.372119
TN,36.551978,-82.487762
TN,35.920587,-84.067881
TN,35.999617,-83.969451
TN,36.29057,-86.70486
TN,35.454702,-86.041805
TN,36.369277,-88.849653
TN,35.0353,-89.795859
TN,35.181031,-89.895533
TN,36.18226,-83.382387
TN,35.8541,-86.39484
TN,36.11033,-86.74373
TN,36.19092,-86.79334
OR,45.491783,-122.81107
OR,44.05538,-121.27764
OR,44.572608,-123.258425
OR,44.05902085,-123.0813975
OR,45.3787,-122.60416
OR,42.379969,-122.858192
OR,45.531759,-122.537403
OR,45.613979,-121.20996
OR,45.326814,-122.770853
SC,34.05518,-81.12812
SC,33.99785,-81.22228
TN,35.830725,-83.974822
TN,35.20581,-89.79106
TN,36.54287,-82.23651
TN,35.056433,-85.190515
AL,33.39493,-86.80726
AL,30.660697,-87.858464
AL,34.56385,-86.97219
AL,32.376832,-86.208559
AZ,33.459826,-112.284168
AZ,33.286316,-111.791107
AZ,34.54217,-114.35287
AZ,33.385361,-111.695062
AZ,33.43449638,-111.8716211
AZ,33.636921,-112.253682
AZ,33.50948,-112.05471
AZ,33.605183,-112.420442
AZ,33.6398,-112.10787
AZ,33.6345,-111.91583
AZ,33.34607,-111.96735
AZ,32.29001,-110.98518
AZ,32.207374,-110.881798
CA,38.007799,-121.832042
CA,35.310723,-119.035324
CA,33.865497,-117.995215
CA,33.82498,-118.24566
CA,33.78414,-116.471
CA,33.861544,-118.100471
CA,39.75674,-121.84372
CA,33.997621,-117.928216
CA,36.83692,-119.71718
CA,37.980192,-122.050128
CA,33.88319,-117.61565
CA,33.675397,-117.918684
CA,38.55252,-121.69156
CA,33.9473,-118.151166
CA,34.136553,-117.975944
CA,32.795896,-116.976156
CA,34.06964,-118.02703
CA,38.40209,-121.38584
CA,33.116492,-117.106837
CA,40.8007,-124.16421
CA,38.63424,-121.20423
CA,34.13534,-117.44573
CA,37.49864,-121.9734
CA,36.818622,-119.789796
CA,33.766376,-117.968337
CA,33.889201,-118.307028
CA,36.996869,-121.558573
CA,34.13714,-118.25515
CA,34.43427,-119.820934
CA,37.662305,-122.075178
CA,33.741163,-117.031718
CA,33.71069,-117.989861
CA,33.63255,-117.72335
CA,33.70693,-116.28364
CA,34.035168,-118.273229
CA,34.133446,-118.356601
CA,37.30584,-120.50229
CA,34.269809,-118.466606
CA,37.705119,-120.99471
CA,34.082404,-117.694876
CA,34.06531,-117.21201
CA,38.2927,-122.27752
CA,32.659001,-117.100836
CA,33.181953,-117.298334
CA,33.80819,-117.86507
CA,34.22784,-119.15031
CA,34.5914,-118.1383
CA,38.267202,-122.665068
CA,32.95678,-117.02581
CA,40.571632,-122.36654
CA,37.98521,-122.32138
CA,33.941878,-117.297603
CA,33.925469,-117.419673
CA,38.752198,-121.256452
CA,38.63114,-121.39648
CA,36.720023,-121.662519
CA,34.07141,-117.29807
CA,32.833179,-117.147384
CA,37.275144,-121.877656
CA,33.47462,-117.67629
CA,37.71267,-122.16245
CA,35.25062,-120.68455
CA,37.32349,-121.98788
CA,38.42558,-122.71418
CA,36.611189,-121.849899
CA,34.16924,-118.44896
CA,34.27735,-118.7796
CA,38.02221,-121.27534
CA,33.516768,-117.155039
CA,37.75990555,-121.4632052
CA,33.72487,-117.79896
CA,38.381441,-121.941218
CA,38.118088,-122.255493
CA,34.517883,-117.3219
CA,36.32325,-119.27596
CA,34.074227,-117.890899
FL,27.462023,-82.578036
FL,28.848733,-82.57947
FL,28.98366,-81.30046
FL,26.4351,-80.07297
FL,26.109825,-80.137099
FL,30.28829,-81.73143
FL,30.212415,-81.736209
FL,30.18082,-82.702224
FL,25.78297,-80.36645
FL,25.92605,-80.29188
FL,25.76506,-80.25052
FL,25.609391,-80.348241
FL,26.00761,-80.2628
FL,27.48602,-81.48261
FL,27.152729,-80.217708
FL,27.995139,-82.506186
FL,28.04892,-82.45832
FL,27.585356,-80.376442
FL,27.98288,-81.67614
GA,33.907866,-84.283186
GA,33.96794,-84.14603
GA,33.83581,-84.07828
GA,33.78405,-84.61276
GA,33.566938,-84.344405
GA,34.02183,-84.32811
GA,33.56458,-84.52177
GA,32.555572,-83.66552
HI,21.335175,-157.88225
HI,20.88861,-156.45817
HI,21.3993,-157.79918
HI,21.42849,-157.998343
MD,39.291785,-76.610539
MD,39.5059,-76.38238
MD,39.256947,-76.730918
MD,39.39116,-77.40777
MD,39.177414,-77.249773
MD,38.827,-76.92355
MD,39.11377,-77.16099
MD,39.077447,-76.947933
MN,44.946327,-93.095535
MN,44.948972,-93.0962
NC,35.39209,-80.62277
NC,35.04196,-78.95652
NC,35.93784,-79.99629
NC,34.634487,-78.997134
VA,37.578536,-77.48754
TX,30.256917,-97.749169
VA,37.158,-80.4204
VA,37.5036,-77.61842
WA,47.616104,-122.19696
WA,47.61434,-122.194037
WI,43.121878,-89.309902
WI,43.094649,-89.50964
MI,42.790376,-86.101511
SC,34.756982,-82.383799
VA,38.951695,-77.409238
SC,34.840912,-82.400037
SC,34.926241,-82.433164
FL,26.9322,-80.1027
MI,42.6336,-83.220931
MI,42.33476,-83.0608
MI,42.682914,-83.193236
MI,42.166498,-83.780162
OH,41.36684,-81.7638
MI,44.520371,-85.991356
MD,39.001676,-76.525253
VA,37.578775,-77.489409
NC,35.772881,-78.638502
NC,35.772619,-78.641492
NC,35.77937,-78.638203
OR,42.187149,-122.689496
GA,33.90999,-84.2914
IL,41.97850582,-87.90328
NC,36.009999,-78.921405
AR,36.379802,-94.177871
IA,41.607327,-93.735902
IA,41.00709,-91.981752
IA,41.645933,-93.769432
MD,38.623533,-77.086898
MD,38.369101,-76.960389
OR,42.219548,-122.740005
VA,37.764986,-77.476715
SC,34.889453,-82.215505
TX,30.251357,-97.689015
TX,30.422284,-97.71646
TX,30.268887,-97.738936
VA,38.447533,-78.870744
MN,45.25643,-94.10853
TN,36.547921,-82.56179
WI,43.002006,-89.423463
WI,43.058323,-89.410359
CA,35.279705,-120.6609
NC,35.92353,-78.599883
WA,47.604115,-122.332907
OR,45.475962,-122.825561
VA,38.803836,-77.516487
WA,47.434021,-122.273183
FL,26.642789,-81.869132
FL,27.951258,-82.451781
NJ,40.350118,-74.662732
TX,29.343808,-98.436931
HI,21.2782458,-157.8320917
RI,41.96074,-71.4948
GA,34.138312,-84.251109
FL,27.499076,-82.569442
TX,29.94917,-95.33138
WA,47.568886,-122.145268
FL,27.493279,-82.573234
HI,21.279142,-157.831689
HI,21.277846,-157.825052
PA,40.44145,-80.149752
NC,35.779082,-78.641779
NC,35.760503,-78.625345
NC,35.862603,-78.643641
NC,35.800443,-78.663445
NC,35.788789,-78.573106
NC,35.767483,-78.563464
PA,40.632138,-80.054285
RI,41.823099,-71.347614
IL,40.496969,-89.004735
IL,40.507954,-88.986429
LA,29.920829,-90.117642
LA,29.9347,-90.120883
IL,40.535456,-89.013791
CO,40.593417,-105.0684
OH,39.960356,-82.998458
HI,20.68760677,-156.4428675
IL,40.534785,-89.011493
MI,42.969202,-85.670457
MI,42.963679,-85.670993
MI,42.962871,-85.668737
TN,35.61323,-87.034614
RI,41.742755,-71.428289
NJ,40.663848,-74.216585
NC,35.223874,-80.846273
PA,40.492883,-80.200182
CO,40.505604,-105.078041
MA,42.5703,-71.41896
MA,42.260546,-71.794678
MD,39.290036,-76.621894
MD,39.290764,-76.62439
MD,39.28651,-76.624935
MD,39.28808,-76.622679
MI,42.41423,-83.1364
TX,30.563925,-97.658312
WA,47.443255,-122.212445
WI,43.054704,-89.321148
IL,41.955233,-87.865268
NC,35.49416,-79.180591
VA,38.672391,-77.396964
FL,27.901732,-82.721249
MD,39.334156,-76.495725
SC,34.004883,-81.032931
SC,34.002107,-81.035726
CA,34.035802,-118.686393
FL,27.988197,-82.392164
TN,35.940203,-86.813764
WA,47.253809,-122.437429
WA,47.245934,-122.43398
CO,39.742113,-104.991416
CT,41.769417,-72.681825
DC,38.896703,-77.027621
GA,34.275207,-83.85946
GA,34.00995,-84.57675
MA,42.358449,-71.055089
MA,42.799163,-70.847133
MA,42.032751,-71.311914
NC,36.06368,-79.50374
FL,26.892152,-80.102668
WA,47.606684,-122.332664
WA,47.622085,-122.347124
NY,41.50406,-74.0684
NY,42.45165,-75.09985
NY,42.784867,-78.76558
NY,40.79315,-73.0083
NY,40.99631,-73.66936
NY,40.92423,-72.70479
NY,43.077581,-77.641934
NY,40.86019,-73.16156
NY,42.764517,-73.88522
NY,40.80991,-73.50773
NY,42.095812,-76.003703
NY,41.587383,-73.908392
NY,43.204065,-77.478237
NY,40.75447,-73.56217
NY,42.96275,-78.691132
NY,41.28939711,-73.83674804
ME,44.129326,-70.224225
MI,42.2841,-83.80862
MI,43.0363,-85.61852
MI,42.912537,-85.558232
MI,43.48688,-83.97433
MI,44.74352,-85.59523
MI,42.553452,-83.175063
NC,35.867552,-78.543695
NH,43.187837,-71.497717
NH,43.077355,-70.785285
NH,42.772666,-71.222512
NH,43.257348,-70.900583
NH,42.87865,-72.23336
NH,43.450949,-71.573167
NY,42.676971,-73.787334
NY,42.979725,-78.797346
NY,42.966894,-76.535879
NY,40.758245,-73.776954
NY,41.071072,-73.950866
NY,40.589167,-73.960707
NY,43.147147,-76.114274
NY,43.100001,-77.481422
NY,40.622268,-73.742699
NY,43.025044,-74.358103
NY,40.71693,-73.630152
NY,42.16262,-76.86773
NY,40.83414,-73.37998
NY,41.94909,-74.03185
NY,43.128557,-78.696197
NH,42.953204,-71.44115
NY,41.40859,-74.413372
NY,40.919104,-73.776645
MO,38.5937,-90.53288
MO,38.967693,-92.334399
MO,39.267153,-94.666038
MO,38.90124,-94.34926
MO,39.780953,-94.800709
MO,38.5207,-90.343967
MO,38.797781,-90.598753
NC,35.597527,-82.560582
NC,35.597377,-82.549206
NC,35.499836,-82.522586
AR,36.34538,-94.182742
AR,35.09414,-92.4223
AR,36.11277,-94.14429
AR,35.320472,-94.397408
AR,34.453266,-93.066286
AR,35.804632,-90.67099
AR,34.711439,-92.404311
AR,34.810013,-92.205719
AR,34.20392,-92.00651
CA,33.577103,-117.723844
CT,41.190701,-73.166282
CT,41.997574,-72.574713
CT,41.791382,-72.656681
CT,41.814316,-72.507845
CT,41.568122,-73.098764
CT,41.59057,-72.67628
CT,41.209761,-73.083686
CT,41.3608,-72.87153
CT,41.46741,-72.81745
CT,41.30746,-72.96825
CT,41.820371,-72.869319
CT,41.258992,-73.435546
FL,26.073774,-80.361864
CT,41.728247,-72.188445
IA,41.997327,-93.610192
IA,42.513038,-92.440119
IA,42.04722,-91.68115
IA,41.558296,-90.578545
IA,42.43972,-96.35929
WA,46.590246,-120.500687
MA,42.410782,-70.996891
MA,42.132105,-70.916995
NC,35.052556,-78.880206
VA,38.861644,-77.064159
WA,47.868914,-121.987449
CA,37.702909,-121.91835
KY,37.76161,-84.27373
KY,37.105179,-84.079467
KY,37.997336,-84.441827
KY,37.657747,-84.784008
LA,30.004818,-90.16093
IA,41.645241,-91.545962
WV,37.815464,-81.185243
NE,41.264912,-96.187831
NJ,40.784797,-74.193494
NJ,40.991256,-74.347338
NJ,40.807195,-74.371329
NJ,40.48774,-74.86328
NJ,40.263381,-74.292408
NJ,39.982438,-74.808764
NJ,40.229274,-74.672155
NJ,40.850992,-74.075092
NJ,40.696469,-74.219681
NJ,40.42832,-74.192387
NJ,39.701442,-74.271282
NJ,40.40938,-74.506017
NJ,40.228608,-74.068718
NJ,40.630184,-74.433373
NJ,40.929732,-74.71888
NJ,39.961373,-74.180868
NJ,40.894133,-74.232511
NJ,41.053216,-74.120288
NJ,39.462013,-75.043179
NJ,39.83206,-75.1581
OH,40.978905,-81.494254
OH,41.402746,-81.552724
OH,41.01099,-80.66209
OH,41.41606,-83.65173
OH,39.285136,-84.447192
OH,39.228991,-84.588623
OH,39.295523,-84.311517
OH,40.05704,-82.88562
OH,41.11975,-81.48296
OH,39.63909,-84.22202
OH,40.523001,-81.489388
OH,39.329217,-84.517152
OH,41.058412,-83.614262
OH,40.03176,-83.12544
OH,40.757603,-84.146368
OH,40.759025,-82.567985
OH,41.519706,-81.461226
OH,41.13413,-81.79356
OH,41.68165,-81.339516
OH,41.409652,-81.938059
OH,41.423584,-82.088115
OH,41.248333,-81.362879
OH,41.675335,-83.684803
OH,39.888695,-84.218465
OH,41.263756,-80.782876
SC,32.777245,-79.933619
SC,32.790806,-79.938
SC,33.799792,-79.01138
SC,33.841727,-79.051177
SC,33.661672,-78.937739
SC,34.977,-80.9771
SC,34.924189,-81.02889
SC,34.948192,-81.927953
SC,34.949604,-81.933288
SC,34.954092,-81.933172
SC,34.716959,-81.621094
SC,33.836216,-79.048195
SC,34.987457,-81.060145
VA,38.271867,-77.493368
IL,40.784164,-89.623657
LA,31.296699,-92.516114
LA,30.439653,-91.085484
LA,32.556206,-93.724758
MA,42.119685,-72.626476
MA,42.499069,-71.119302
MS,32.280561,-90.032108
MS,31.57815,-90.46374
MS,33.520806,-88.362801
MS,33.40083,-91.00818
MS,33.525183,-90.207653
MS,33.785742,-89.852801
MS,30.425992,-89.091508
MS,31.3178137,-89.3946827
MS,32.273401,-90.194078
MS,32.39278,-90.144432
MS,30.37367,-88.53998
MS,30.513154,-89.663644
MS,32.325412,-90.866422
NC,35.221981,-80.839984
NC,35.323848,-80.773027
LA,30.445288,-90.083166
LA,30.50375,-90.48208
LA,30.165233,-92.083374
LA,30.003547,-90.165986
LA,32.500127,-92.07881
LA,30.05165,-89.95182
LA,30.512581,-92.070331
MA,42.182748,-71.850396
MA,41.73883,-70.58621
MA,42.063356,-71.058186
MA,42.17889,-72.575914
MA,42.34039,-72.60616
MA,41.976052,-70.7127
MA,42.51942,-71.70076
MA,42.509982,-71.008978
MA,42.351115,-71.500717
MA,42.412492,-71.106619
MA,41.960366,-71.342187
MA,42.165417,-70.887748
MA,42.192081,-71.1849002
MA,42.445108,-73.256216
MA,42.25353,-70.99149
MA,41.904046,-71.017203
HI,21.383772,-157.940607
HI,21.29029,-157.839362
HI,21.307588,-157.860698
HI,21.3284758,-158.0136575
HI,21.28609,-157.84001
HI,21.28344,-157.83783
HI,21.278247,-157.827342
HI,21.277841,-157.786406
HI,21.286596,-157.807802
HI,21.336826,-157.917527
HI,21.280988,-157.828268
HI,21.278818,-157.825031
HI,21.27858,-157.832725
HI,21.269797,-157.822152
HI,21.294867,-157.8408
HI,21.280349,-157.828812
HI,20.97289,-156.67797
HI,21.70444,-157.99679
HI,19.8281808,-155.9948956
HI,19.65101,-156.00357
HI,20.73361,-156.45222
HI,19.99483,-155.82305
HI,20.00707,-155.8247
HI,21.874944,-159.456719
HI,20.92587,-156.69357
HI,21.965581,-159.357212
HI,21.96805,-159.35694
HI,22.212721,-159.476393
HI,22.222851,-159.46862
HI,20.67927,-156.44165
HI,21.42579,-157.99713
MI,42.670667,-83.220974
CA,38.379983,-120.807672
FL,27.083031,-82.42344
WI,43.3440922,-90.3889595
NC,35.97079,-78.95668
OH,40.794689,-81.462403
SC,34.111189,-80.896093
SD,44.076491,-103.189869
CA,37.768766,-122.468341
CA,37.36217973,-121.8995386
GA,31.98687,-81.13263
GA,32.423702,-81.791801
GA,30.857666,-83.950487
GA,31.441223,-83.524911
GA,30.88359,-83.26967
GA,32.210564,-82.391607
HI,21.336212,-157.913447
HI,21.275234,-157.821849
CO,39.70234,-104.86539
CO,40.025019,-105.258915
CO,39.59426,-104.87253
CO,38.81236,-104.75642
CO,38.93113,-104.81125
CO,37.269708,-107.907728
CO,40.39443,-104.736034
CO,39.732606,-105.163711
CO,39.626641,-105.090506
CO,40.151989,-105.108644
CO,38.312144,-104.640891
CT,41.69949,-72.8947
CT,41.749499,-72.639362
CT,41.277368,-72.871663
CT,41.763294,-72.678633
CT,41.054155,-73.541625
DE,39.663533,-75.605014
DE,39.687222,-75.740488
FL,26.966836,-82.076851
FL,27.911345,-82.728797
FL,28.024503,-82.738817
FL,26.23871,-80.251886
FL,29.215495,-81.10534
FL,26.53942,-81.87056
FL,27.377265,-80.326861
FL,29.689296,-82.318596
FL,30.32348,-81.52433
FL,30.17231,-81.54441
FL,28.09809,-81.949333
FL,28.82269,-81.78743
FL,28.72491,-81.31669
FL,30.782356,-85.245729
FL,28.101637,-80.614492
FL,28.21583,-82.739071
FL,29.171608,-82.161506
FL,28.551681,-81.424557
FL,28.56946,-81.27722
FL,28.38053,-81.403658
FL,29.66355,-81.65595
FL,30.188966,-85.656853
FL,30.47414,-87.249675
FL,26.21375,-80.10699
FL,26.211419,-81.744746
FL,26.78169,-80.09769
FL,26.680654,-80.198008
FL,29.844721,-81.323289
FL,27.818805,-82.678474
FL,27.298292,-82.499125
FL,30.46103,-84.22128
FL,28.60304,-80.80927
FL,27.090886,-82.433092
FL,28.23835,-82.344239
GA,31.57122,-84.125568
GA,33.9064807,-84.4639319
GA,33.515068,-82.067573
GA,33.940287,-83.49648
GA,33.58773,-85.05346
GA,32.539843,-84.965676
GA,33.66597615,-84.03435213
GA,33.10604,-83.25782
AL,34.290864,-86.244855
AL,31.318556,-86.45545
AL,32.559745,-85.50088
AL,33.363169,-87.007652
AL,33.512147,-86.816519
AL,33.624698,-86.686454
AL,32.888783,-86.622664
AL,31.231097,-85.447945
AL,31.30476,-85.819992
AL,34.83467,-87.62902
AL,33.981374,-86.007245
AL,34.748967,-86.690944
AL,30.669173,-88.12657
AL,33.594279,-85.876568
CA,37.57792,-122.341931
CA,37.287593,-121.946908
CA,37.70271,-121.91118
CA,33.11587,-117.11955
CA,38.24415,-122.0795
CA,33.72323,-116.324409
CA,34.063383,-118.35808
CA,34.049006,-117.547161
HI,21.975084,-159.369044
IA,41.5829247,-90.5713513
ID,43.61912,-116.29094
ID,43.5069,-111.99969
IL,42.139843,-87.996655
IL,40.459154,-88.966191
IL,38.533452,-89.172979
IL,41.78586,-87.8685
IL,42.226647,-88.306745
IL,39.876,-88.95908
IL,41.856583,-89.489398
IL,41.807887,-88.024848
IL,42.033769,-88.255193
IL,40.973058,-90.383695
IL,41.886523,-88.309239
IL,41.904021,-88.068043
IL,41.79828,-88.37145
IL,41.920486,-88.284011
IN,40.4277617,-86.9162607
IN,40.4296753,-86.9120266
KY,37.997336,-84.441827
LA,29.937545,-90.127308
ME,44.434846,-68.369482
ME,43.937921,-69.963454
CA,34.100456,-117.54918
IL,40.49813,-88.991628
NC,35.334675,-81.892822
NC,35.261109,-81.139708
NC,36.06075,-79.87665
NC,35.57103079,-77.40756525
NC,35.316931,-82.461565
NC,35.301937,-82.440374
NC,35.71014,-81.32118
NC,34.761337,-77.381386
NC,35.64569,-82.296916
NC,35.048239,-77.014397
NC,36.323241,-79.686657
NC,36.42331,-77.635287
NC,34.91796,-79.74493
NC,36.480616,-80.616003
NC,35.64439,-80.48845
NC,35.44411,-79.1282
NC,35.161067,-79.421191
NC,35.94869,-78.53696
NC,36.149969,-81.202184
NC,34.24769,-77.865815
NC,35.75623,-77.97586
NC,36.179741,-80.275364
OK,35.266483,-97.487255
OK,35.570933,-97.670511
OK,35.39114,-97.50904
OK,36.021596,-95.887791
OR,45.464636,-122.698892
SC,34.550557,-82.674669
SC,33.48633,-81.931813
SC,32.788017,-80.017363
SC,34.8261215,-82.5649691
SC,34.187015,-79.812422
SC,34.81781,-82.341027
SC,34.22319,-82.18908
SC,33.753917,-78.965658
SC,32.934522,-80.039343
SC,33.538342,-80.834906
SC,33.42625,-79.15778
SC,34.945197,-80.969333
SC,34.971931,-81.936956
SC,33.956113,-80.385874
NC,35.167774,-80.742259
NC,35.111292,-80.881867
NC,35.525966,-82.927696
NC,35.467117,-80.872205
NC,36.339936,-76.244936
IL,42.05569,-87.75808
IL,41.598505,-87.5824
IL,39.757002,-89.740821
IN,41.60466,-87.111
IN,37.977669,-87.499701
IN,39.98386,-86.00525
IN,41.12267,-85.154261
IN,39.7794,-86.04639
IN,39.64479,-86.1318
IN,40.418149,-86.837951
IN,41.47017,-87.28437
IN,41.707652,-86.186717
IN,41.497662,-87.470113
IN,41.274967,-85.852782
KS,38.929774,-95.261724
KS,39.16835,-96.60002
KS,38.77118,-97.61415
KS,39.03305,-95.68228
KS,37.679034,-97.217163
KY,38.472192,-82.626259
KY,39.00319,-84.65435
KY,38.185647,-85.642223
NC,35.70458,-79.781748
NC,35.547866,-82.599474
NC,35.619218,-82.320192
NC,36.222859,-81.63402
NC,35.73859,-78.81293
IL,42.050116,-88.097379
IL,41.548858,-88.12682
IL,42.271355,-87.949478
IL,42.267854,-88.98865
IL,41.505031,-87.748285
IL,39.45973,-88.37647
IL,41.90699,-87.85403
IL,41.473755,-90.504579
IL,41.76702,-88.18772
IL,42.01155,-87.771151
IL,41.720728,-87.728594
IL,41.602458,-87.827796
IL,40.777601,-89.630469
IL,41.35242,-89.12457
IL,38.85882,-90.06678
IA,41.941296,-91.67738
NC,35.950629,-79.063354
NC,36.04236,-79.09323
OH,39.963572,-83.0025
UT,40.749027,-111.911084
OH,39.973748,-83.006367
MA,41.280829,-70.09553
MA,41.258249,-70.063098
TX,26.20814,-98.202844
UT,40.67308,-111.88948
UT,40.8592,-111.90256
VA,36.86525,-76.41779
VA,36.75306,-76.2475
VA,37.304917,-77.392372
VA,36.59588,-79.39687
VA,37.385661,-79.243911
VA,38.422471,-78.838899
VA,37.61341,-77.33577
VA,37.151806,-76.531052
VA,36.8662,-76.20968
VA,37.650319,-77.609022
